year,gender,race,age_group,death_cause,population,deaths,capita
2013,Female,E,75-84,O,6603057,0,0
2013,Female,E,85+,O,3536701,0,0
2013,Female,E,10-14,M,7663160,0,0
2013,Female,E,15-19,M,7819443,3,0.038365904
2013,Female,E,20-24,M,8326706,5,0.060047755
2013,Female,E,25-34,M,16021255,13,0.081142208
2013,Female,E,35-44,M,15488957,22,0.142036678
2013,Female,E,45-54,M,17569134,51,0.290281809
2013,Female,E,55-64,M,16588074,36,0.217023387
2013,Female,E,05-09,M,7584006,0,0
2013,Female,E,65-74,M,11318886,15,0.132521875
2013,Female,E,75-84,M,6603057,6,0.090867003
2013,Female,E,85+,M,3536701,3,0.084824813
2013,Female,E,10-14,B,7663160,0,0
2013,Female,E,15-19,B,7819443,0,0
2013,Female,E,20-24,B,8326706,0,0
2013,Female,E,25-34,B,16021255,0,0
2013,Female,E,35-44,B,15488957,0,0
2013,Female,E,45-54,B,17569134,0,0
2013,Female,E,55-64,B,16588074,0,0
2013,Female,E,05-09,B,7584006,0,0
2013,Female,E,65-74,B,11318886,0,0
2013,Female,E,75-84,B,6603057,0,0
2013,Female,E,85+,B,3536701,0,0
2013,Female,E,10-14,I,7663160,0,0
2013,Female,E,15-19,I,7819443,9,0.115097712
2013,Female,E,20-24,I,8326706,20,0.240191019
2013,Female,E,25-34,I,16021255,32,0.199734665
2013,Female,E,35-44,I,15488957,33,0.213055017
2013,Female,E,45-54,I,17569134,48,0.273206408
2013,Female,E,55-64,I,16588074,41,0.247165524
2013,Female,E,05-09,I,7584006,0,0
2013,Female,E,65-74,I,11318886,15,0.132521875
2013,Female,E,75-84,I,6603057,11,0.166589505
2013,Female,E,85+,I,3536701,6,0.169649625
2013,Female,E,10-14,J,7663160,1,0.013049447
2013,Female,E,15-19,J,7819443,10,0.127886347
2013,Female,E,20-24,J,8326706,6,0.072057306
2013,Female,E,25-34,J,16021255,16,0.099867332
2013,Female,E,35-44,J,15488957,15,0.09684319
2013,Female,E,45-54,J,17569134,28,0.159370405
2013,Female,E,55-64,J,16588074,20,0.120568548
2013,Female,E,05-09,J,7584006,0,0
2013,Female,E,65-74,J,11318886,4,0.035339167
2013,Female,E,75-84,J,6603057,1,0.0151445
2013,Female,E,85+,J,3536701,0,0
2013,Female,E,10-14,C,7663160,0,0
2013,Female,E,15-19,C,7819443,5,0.063943173
2013,Female,E,20-24,C,8326706,6,0.072057306
2013,Female,E,25-34,C,16021255,8,0.049933666
2013,Female,E,35-44,C,15488957,10,0.064562126
2013,Female,E,45-54,C,17569134,8,0.045534401
2013,Female,E,55-64,C,16588074,2,0.012056855
2013,Female,E,05-09,C,7584006,0,0
2013,Female,E,65-74,C,11318886,0,0
2013,Female,E,75-84,C,6603057,0,0
2013,Female,E,85+,C,3536701,0,0
2013,Female,E,10-14,K,7663160,1,0.013049447
2013,Female,E,15-19,K,7819443,2,0.025577269
2013,Female,E,20-24,K,8326706,3,0.036028653
2013,Female,E,25-34,K,16021255,8,0.049933666
2013,Female,E,35-44,K,15488957,3,0.019368638
2013,Female,E,45-54,K,17569134,5,0.028459001
2013,Female,E,55-64,K,16588074,7,0.042198992
2013,Female,E,05-09,K,7584006,0,0
2013,Female,E,65-74,K,11318886,1,0.008834792
2013,Female,E,75-84,K,6603057,2,0.030289001
2013,Female,E,85+,K,3536701,2,0.056549875
2013,Female,E,10-14,L,7663160,0,0
2013,Female,E,15-19,L,7819443,0,0
2013,Female,E,20-24,L,8326706,1,0.012009551
2013,Female,E,25-34,L,16021255,4,0.024966833
2013,Female,E,35-44,L,15488957,2,0.012912425
2013,Female,E,45-54,L,17569134,4,0.022767201
2013,Female,E,55-64,L,16588074,9,0.054255847
2013,Female,E,05-09,L,7584006,0,0
2013,Female,E,65-74,L,11318886,3,0.026504375
2013,Female,E,75-84,L,6603057,0,0
2013,Female,E,85+,L,3536701,0,0
2013,Male,B,10-14,P,190057,0,0
2013,Male,B,15-19,P,190752,0,0
2013,Male,B,20-24,P,205096,0,0
2013,Male,B,25-34,P,356169,0,0
2013,Male,B,35-44,P,298691,0,0
2013,Male,B,45-54,P,271530,0,0
2013,Male,B,55-64,P,193548,0,0
2013,Male,B,05-09,P,198269,0,0
2013,Male,B,65-74,P,95237,0,0
2013,Male,B,75-84,P,35081,0,0
2013,Male,B,85+,P,9475,0,0
2013,Male,B,10-14,H,190057,0,0
2013,Male,B,15-19,H,190752,0,0
2013,Male,B,20-24,H,205096,2,0.975153099
2013,Male,B,25-34,H,356169,4,1.123062366
2013,Male,B,35-44,H,298691,9,3.013147366
2013,Male,B,45-54,H,271530,7,2.577984016
2013,Male,B,55-64,H,193548,5,2.5833385
2013,Male,B,05-09,H,198269,0,0
2013,Male,B,65-74,H,95237,1,1.050012075
2013,Male,B,75-84,H,35081,0,0
2013,Male,B,85+,H,9475,0,0
2013,Male,B,10-14,G,190057,7,3.683105595
2013,Male,B,15-19,G,190752,24,12.58178158
2013,Male,B,20-24,G,205096,35,17.06517923
2013,Male,B,25-34,G,356169,53,14.88057636
2013,Male,B,35-44,G,298691,24,8.035059644
2013,Male,B,45-54,G,271530,23,8.470518911
2013,Male,B,55-64,G,193548,0,0
2013,Male,B,05-09,G,198269,0,0
2013,Male,B,65-74,G,95237,1,1.050012075
2013,Male,B,75-84,G,35081,0,0
2013,Male,B,85+,G,9475,1,10.55408971
2013,Male,B,10-14,D,190057,0,0
2013,Male,B,15-19,D,190752,0,0
2013,Male,B,20-24,D,205096,1,0.48757655
2013,Male,B,25-34,D,356169,0,0
2013,Male,B,35-44,D,298691,2,0.669588304
2013,Male,B,45-54,D,271530,0,0
2013,Male,B,55-64,D,193548,0,0
2013,Male,B,05-09,D,198269,0,0
2013,Male,B,65-74,D,95237,0,0
2013,Male,B,75-84,D,35081,0,0
2013,Male,B,85+,D,9475,0,0
2013,Male,B,10-14,F,190057,0,0
2013,Male,B,15-19,F,190752,18,9.436336185
2013,Male,B,20-24,F,205096,29,14.13971994
2013,Male,B,25-34,F,356169,40,11.23062367
2013,Male,B,35-44,F,298691,29,9.709030403
2013,Male,B,45-54,F,271530,33,12.15335322
2013,Male,B,55-64,F,193548,12,6.2000124
2013,Male,B,05-09,F,198269,0,0
2013,Male,B,65-74,F,95237,9,9.450108676
2013,Male,B,75-84,F,35081,4,11.40218352
2013,Male,B,85+,F,9475,3,31.66226913
2013,Male,B,10-14,E,190057,0,0
2013,Male,B,15-19,E,190752,0,0
2013,Male,B,20-24,E,205096,0,0
2013,Male,B,25-34,E,356169,0,0
2013,Male,B,35-44,E,298691,0,0
2013,Male,B,45-54,E,271530,0,0
2013,Male,B,55-64,E,193548,0,0
2013,Male,B,05-09,E,198269,0,0
2013,Male,B,65-74,E,95237,0,0
2013,Male,B,75-84,E,35081,0,0
2013,Male,B,85+,E,9475,0,0
2013,Male,B,10-14,N,190057,0,0
2013,Male,B,15-19,N,190752,0,0
2013,Male,B,20-24,N,205096,0,0
2013,Male,B,25-34,N,356169,0,0
2013,Male,B,35-44,N,298691,0,0
2013,Male,B,45-54,N,271530,0,0
2013,Male,B,55-64,N,193548,0,0
2013,Male,B,05-09,N,198269,0,0
2013,Male,B,65-74,N,95237,0,0
2013,Male,B,75-84,N,35081,0,0
2013,Male,B,85+,N,9475,0,0
2013,Male,B,10-14,O,190057,0,0
2013,Male,B,15-19,O,190752,0,0
2013,Male,B,20-24,O,205096,0,0
2013,Male,B,25-34,O,356169,0,0
2013,Male,B,35-44,O,298691,0,0
2013,Male,B,45-54,O,271530,0,0
2013,Male,B,55-64,O,193548,0,0
2013,Male,B,05-09,O,198269,0,0
2013,Male,B,65-74,O,95237,0,0
2013,Male,B,75-84,O,35081,0,0
2013,Male,B,85+,O,9475,0,0
2013,Male,B,10-14,M,190057,0,0
2013,Male,B,15-19,M,190752,0,0
2013,Male,B,20-24,M,205096,0,0
2013,Male,B,25-34,M,356169,3,0.842296775
2013,Male,B,35-44,M,298691,0,0
2013,Male,B,45-54,M,271530,1,0.368283431
2013,Male,B,55-64,M,193548,0,0
2013,Male,B,05-09,M,198269,0,0
2013,Male,B,65-74,M,95237,0,0
2013,Male,B,75-84,M,35081,0,0
2013,Male,B,85+,M,9475,0,0
2013,Male,B,10-14,B,190057,0,0
2013,Male,B,15-19,B,190752,0,0
2013,Male,B,20-24,B,205096,0,0
2013,Male,B,25-34,B,356169,0,0
2013,Male,B,35-44,B,298691,0,0
2013,Male,B,45-54,B,271530,0,0
2013,Male,B,55-64,B,193548,0,0
2013,Male,B,05-09,B,198269,0,0
2013,Male,B,65-74,B,95237,0,0
2013,Male,B,75-84,B,35081,0,0
2013,Male,B,85+,B,9475,0,0
2013,Male,B,10-14,I,190057,0,0
2013,Male,B,15-19,I,190752,1,0.524240899
2013,Male,B,20-24,I,205096,0,0
2013,Male,B,25-34,I,356169,1,0.280765592
2013,Male,B,35-44,I,298691,1,0.334794152
2013,Male,B,45-54,I,271530,1,0.368283431
2013,Male,B,55-64,I,193548,0,0
2013,Male,B,05-09,I,198269,0,0
2013,Male,B,65-74,I,95237,0,0
2013,Male,B,75-84,I,35081,0,0
2013,Male,B,85+,I,9475,0,0
2013,Male,B,10-14,J,190057,0,0
2013,Male,B,15-19,J,190752,0,0
2013,Male,B,20-24,J,205096,2,0.975153099
2013,Male,B,25-34,J,356169,1,0.280765592
2013,Male,B,35-44,J,298691,3,1.004382455
2013,Male,B,45-54,J,271530,1,0.368283431
2013,Male,B,55-64,J,193548,1,0.5166677
2013,Male,B,05-09,J,198269,0,0
2013,Male,B,65-74,J,95237,0,0
2013,Male,B,75-84,J,35081,0,0
2013,Male,B,85+,J,9475,0,0
2013,Male,B,10-14,C,190057,0,0
2013,Male,B,15-19,C,190752,0,0
2013,Male,B,20-24,C,205096,2,0.975153099
2013,Male,B,25-34,C,356169,0,0
2013,Male,B,35-44,C,298691,0,0
2013,Male,B,45-54,C,271530,0,0
2013,Male,B,55-64,C,193548,1,0.5166677
2013,Male,B,05-09,C,198269,0,0
2013,Male,B,65-74,C,95237,0,0
2013,Male,B,75-84,C,35081,0,0
2013,Male,B,85+,C,9475,0,0
2013,Male,B,10-14,K,190057,0,0
2013,Male,B,15-19,K,190752,0,0
2013,Male,B,20-24,K,205096,0,0
2013,Male,B,25-34,K,356169,1,0.280765592
2013,Male,B,35-44,K,298691,1,0.334794152
2013,Male,B,45-54,K,271530,0,0
2013,Male,B,55-64,K,193548,0,0
2013,Male,B,05-09,K,198269,0,0
2013,Male,B,65-74,K,95237,0,0
2013,Male,B,75-84,K,35081,0,0
2013,Male,B,85+,K,9475,0,0
2013,Male,B,10-14,L,190057,0,0
2013,Male,B,15-19,L,190752,1,0.524240899
2013,Male,B,20-24,L,205096,0,0
2013,Male,B,25-34,L,356169,2,0.561531183
2013,Male,B,35-44,L,298691,0,0
2013,Male,B,45-54,L,271530,0,0
2013,Male,B,55-64,L,193548,0,0
2013,Male,B,05-09,L,198269,0,0
2013,Male,B,65-74,L,95237,0,0
2013,Male,B,75-84,L,35081,0,0
2013,Male,B,85+,L,9475,0,0
2013,Male,C,10-14,P,597526,0,0
2013,Male,C,15-19,P,599360,0,0
2013,Male,C,20-24,P,716760,0,0
2013,Male,C,25-34,P,1503033,0,0
2013,Male,C,35-44,P,1405065,0,0
2013,Male,C,45-54,P,1157519,0,0
2013,Male,C,55-64,P,883729,0,0
2013,Male,C,05-09,P,628754,0,0
2013,Male,C,65-74,P,504244,0,0
2013,Male,C,75-84,P,229913,0,0
2013,Male,C,85+,P,72810,0,0
2013,Male,C,10-14,H,597526,0,0
2013,Male,C,15-19,H,599360,5,0.834223171
2013,Male,C,20-24,H,716760,16,2.232267426
2013,Male,C,25-34,H,1503033,18,1.197578496
2013,Male,C,35-44,H,1405065,14,0.996395185
2013,Male,C,45-54,H,1157519,15,1.295875057
2013,Male,C,55-64,H,883729,9,1.018411753
2013,Male,C,05-09,H,628754,0,0
2013,Male,C,65-74,H,504244,3,0.594950064
2013,Male,C,75-84,H,229913,3,1.304841397
2013,Male,C,85+,H,72810,1,1.373437715
2013,Male,C,10-14,G,597526,4,0.669426937
2013,Male,C,15-19,G,599360,23,3.837426588
2013,Male,C,20-24,G,716760,45,6.278252135
2013,Male,C,25-34,G,1503033,74,4.923378262
2013,Male,C,35-44,G,1405065,64,4.554949415
2013,Male,C,45-54,G,1157519,58,5.010716887
2013,Male,C,55-64,G,883729,45,5.092058765
2013,Male,C,05-09,G,628754,1,0.159044714
2013,Male,C,65-74,G,504244,31,6.147817327
2013,Male,C,75-84,G,229913,17,7.394101247
2013,Male,C,85+,G,72810,6,8.240626288
2013,Male,C,10-14,D,597526,0,0
2013,Male,C,15-19,D,599360,1,0.166844634
2013,Male,C,20-24,D,716760,1,0.139516714
2013,Male,C,25-34,D,1503033,7,0.465724971
2013,Male,C,35-44,D,1405065,1,0.071171085
2013,Male,C,45-54,D,1157519,1,0.08639167
2013,Male,C,55-64,D,883729,1,0.113156861
2013,Male,C,05-09,D,628754,0,0
2013,Male,C,65-74,D,504244,1,0.198316688
2013,Male,C,75-84,D,229913,0,0
2013,Male,C,85+,D,72810,0,0
2013,Male,C,10-14,F,597526,1,0.167356734
2013,Male,C,15-19,F,599360,17,2.836358783
2013,Male,C,20-24,F,716760,22,3.06936771
2013,Male,C,25-34,F,1503033,70,4.657249708
2013,Male,C,35-44,F,1405065,48,3.416212061
2013,Male,C,45-54,F,1157519,36,3.110100137
2013,Male,C,55-64,F,883729,23,2.602607813
2013,Male,C,05-09,F,628754,0,0
2013,Male,C,65-74,F,504244,8,1.586533504
2013,Male,C,75-84,F,229913,7,3.044629925
2013,Male,C,85+,F,72810,2,2.746875429
2013,Male,C,10-14,E,597526,0,0
2013,Male,C,15-19,E,599360,0,0
2013,Male,C,20-24,E,716760,0,0
2013,Male,C,25-34,E,1503033,0,0
2013,Male,C,35-44,E,1405065,1,0.071171085
2013,Male,C,45-54,E,1157519,0,0
2013,Male,C,55-64,E,883729,0,0
2013,Male,C,05-09,E,628754,0,0
2013,Male,C,65-74,E,504244,0,0
2013,Male,C,75-84,E,229913,0,0
2013,Male,C,85+,E,72810,0,0
2013,Male,C,10-14,N,597526,0,0
2013,Male,C,15-19,N,599360,1,0.166844634
2013,Male,C,20-24,N,716760,2,0.279033428
2013,Male,C,25-34,N,1503033,1,0.066532139
2013,Male,C,35-44,N,1405065,1,0.071171085
2013,Male,C,45-54,N,1157519,3,0.259175011
2013,Male,C,55-64,N,883729,3,0.339470584
2013,Male,C,05-09,N,628754,0,0
2013,Male,C,65-74,N,504244,0,0
2013,Male,C,75-84,N,229913,0,0
2013,Male,C,85+,N,72810,0,0
2013,Male,C,10-14,O,597526,0,0
2013,Male,C,15-19,O,599360,0,0
2013,Male,C,20-24,O,716760,0,0
2013,Male,C,25-34,O,1503033,0,0
2013,Male,C,35-44,O,1405065,0,0
2013,Male,C,45-54,O,1157519,0,0
2013,Male,C,55-64,O,883729,0,0
2013,Male,C,05-09,O,628754,0,0
2013,Male,C,65-74,O,504244,0,0
2013,Male,C,75-84,O,229913,0,0
2013,Male,C,85+,O,72810,0,0
2013,Male,C,10-14,M,597526,0,0
2013,Male,C,15-19,M,599360,0,0
2013,Male,C,20-24,M,716760,2,0.279033428
2013,Male,C,25-34,M,1503033,5,0.332660693
2013,Male,C,35-44,M,1405065,4,0.284684338
2013,Male,C,45-54,M,1157519,4,0.345566682
2013,Male,C,55-64,M,883729,9,1.018411753
2013,Male,C,05-09,M,628754,0,0
2013,Male,C,65-74,M,504244,1,0.198316688
2013,Male,C,75-84,M,229913,3,1.304841397
2013,Male,C,85+,M,72810,0,0
2013,Male,C,10-14,B,597526,0,0
2013,Male,C,15-19,B,599360,0,0
2013,Male,C,20-24,B,716760,0,0
2013,Male,C,25-34,B,1503033,0,0
2013,Male,C,35-44,B,1405065,0,0
2013,Male,C,45-54,B,1157519,0,0
2013,Male,C,55-64,B,883729,0,0
2013,Male,C,05-09,B,628754,0,0
2013,Male,C,65-74,B,504244,0,0
2013,Male,C,75-84,B,229913,0,0
2013,Male,C,85+,B,72810,0,0
2013,Male,C,10-14,I,597526,0,0
2013,Male,C,15-19,I,599360,3,0.500533903
2013,Male,C,20-24,I,716760,10,1.395167141
2013,Male,C,25-34,I,1503033,17,1.131046358
2013,Male,C,35-44,I,1405065,13,0.9252241
2013,Male,C,45-54,I,1157519,8,0.691133364
2013,Male,C,55-64,I,883729,4,0.452627446
2013,Male,C,05-09,I,628754,0,0
2013,Male,C,65-74,I,504244,1,0.198316688
2013,Male,C,75-84,I,229913,1,0.434947132
2013,Male,C,85+,I,72810,0,0
2013,Male,C,10-14,J,597526,0,0
2013,Male,C,15-19,J,599360,2,0.333689269
2013,Male,C,20-24,J,716760,3,0.418550142
2013,Male,C,25-34,J,1503033,5,0.332660693
2013,Male,C,35-44,J,1405065,1,0.071171085
2013,Male,C,45-54,J,1157519,2,0.172783341
2013,Male,C,55-64,J,883729,2,0.226313723
2013,Male,C,05-09,J,628754,0,0
2013,Male,C,65-74,J,504244,0,0
2013,Male,C,75-84,J,229913,1,0.434947132
2013,Male,C,85+,J,72810,0,0
2013,Male,C,10-14,C,597526,0,0
2013,Male,C,15-19,C,599360,1,0.166844634
2013,Male,C,20-24,C,716760,1,0.139516714
2013,Male,C,25-34,C,1503033,2,0.133064277
2013,Male,C,35-44,C,1405065,1,0.071171085
2013,Male,C,45-54,C,1157519,0,0
2013,Male,C,55-64,C,883729,0,0
2013,Male,C,05-09,C,628754,0,0
2013,Male,C,65-74,C,504244,1,0.198316688
2013,Male,C,75-84,C,229913,0,0
2013,Male,C,85+,C,72810,0,0
2013,Male,C,10-14,K,597526,0,0
2013,Male,C,15-19,K,599360,0,0
2013,Male,C,20-24,K,716760,0,0
2013,Male,C,25-34,K,1503033,0,0
2013,Male,C,35-44,K,1405065,0,0
2013,Male,C,45-54,K,1157519,0,0
2013,Male,C,55-64,K,883729,0,0
2013,Male,C,05-09,K,628754,0,0
2013,Male,C,65-74,K,504244,1,0.198316688
2013,Male,C,75-84,K,229913,0,0
2013,Male,C,85+,K,72810,0,0
2013,Male,C,10-14,L,597526,0,0
2013,Male,C,15-19,L,599360,0,0
2013,Male,C,20-24,L,716760,1,0.139516714
2013,Male,C,25-34,L,1503033,0,0
2013,Male,C,35-44,L,1405065,0,0
2013,Male,C,45-54,L,1157519,0,0
2013,Male,C,55-64,L,883729,0,0
2013,Male,C,05-09,L,628754,0,0
2013,Male,C,65-74,L,504244,0,0
2013,Male,C,75-84,L,229913,0,0
2013,Male,C,85+,L,72810,0,0
2013,Male,D,10-14,P,1718248,0,0
2013,Male,D,15-19,P,1788137,0,0
2013,Male,D,20-24,P,1932258,0,0
2013,Male,D,25-34,P,3018776,0,0
2013,Male,D,35-44,P,2628985,0,0
2013,Male,D,45-54,P,2693002,0,0
2013,Male,D,55-64,P,2092483,0,0
2013,Male,D,05-09,P,1728420,0,0
2013,Male,D,65-74,P,1038392,0,0
2013,Male,D,75-84,P,439331,0,0
2013,Male,D,85+,P,129339,0,0
2013,Male,D,10-14,H,1718248,1,0.058198816
2013,Male,D,15-19,H,1788137,3,0.16777238
2013,Male,D,20-24,H,1932258,22,1.138564312
2013,Male,D,25-34,H,3018776,26,0.861276226
2013,Male,D,35-44,H,2628985,29,1.103087313
2013,Male,D,45-54,H,2693002,34,1.262531554
2013,Male,D,55-64,H,2092483,25,1.194752837
2013,Male,D,05-09,H,1728420,0,0
2013,Male,D,65-74,H,1038392,7,0.674119215
2013,Male,D,75-84,H,439331,2,0.455237623
2013,Male,D,85+,H,129339,2,1.546324001
2013,Male,D,10-14,G,1718248,28,1.629566861
2013,Male,D,15-19,G,1788137,59,3.299523471
2013,Male,D,20-24,G,1932258,97,5.020033557
2013,Male,D,25-34,G,3018776,126,4.173877095
2013,Male,D,35-44,G,2628985,91,3.461411914
2013,Male,D,45-54,G,2693002,68,2.525063108
2013,Male,D,55-64,G,2092483,45,2.150555106
2013,Male,D,05-09,G,1728420,2,0.115712616
2013,Male,D,65-74,G,1038392,9,0.866724705
2013,Male,D,75-84,G,439331,5,1.138094057
2013,Male,D,85+,G,129339,2,1.546324001
2013,Male,D,10-14,D,1718248,0,0
2013,Male,D,15-19,D,1788137,2,0.111848253
2013,Male,D,20-24,D,1932258,6,0.31051754
2013,Male,D,25-34,D,3018776,19,0.629394165
2013,Male,D,35-44,D,2628985,11,0.418412429
2013,Male,D,45-54,D,2693002,5,0.185666405
2013,Male,D,55-64,D,2092483,2,0.095580227
2013,Male,D,05-09,D,1728420,0,0
2013,Male,D,65-74,D,1038392,2,0.19260549
2013,Male,D,75-84,D,439331,1,0.227618811
2013,Male,D,85+,D,129339,0,0
2013,Male,D,10-14,F,1718248,5,0.290994082
2013,Male,D,15-19,F,1788137,52,2.908054584
2013,Male,D,20-24,F,1932258,152,7.866444336
2013,Male,D,25-34,F,3018776,248,8.215250154
2013,Male,D,35-44,F,2628985,181,6.884786334
2013,Male,D,45-54,F,2693002,141,5.235792621
2013,Male,D,55-64,F,2092483,101,4.82680146
2013,Male,D,05-09,F,1728420,0,0
2013,Male,D,65-74,F,1038392,55,5.296650976
2013,Male,D,75-84,F,439331,31,7.056183151
2013,Male,D,85+,F,129339,9,6.958458006
2013,Male,D,10-14,E,1718248,0,0
2013,Male,D,15-19,E,1788137,0,0
2013,Male,D,20-24,E,1932258,0,0
2013,Male,D,25-34,E,3018776,0,0
2013,Male,D,35-44,E,2628985,0,0
2013,Male,D,45-54,E,2693002,0,0
2013,Male,D,55-64,E,2092483,0,0
2013,Male,D,05-09,E,1728420,0,0
2013,Male,D,65-74,E,1038392,0,0
2013,Male,D,75-84,E,439331,0,0
2013,Male,D,85+,E,129339,0,0
2013,Male,D,10-14,N,1718248,0,0
2013,Male,D,15-19,N,1788137,0,0
2013,Male,D,20-24,N,1932258,1,0.051752923
2013,Male,D,25-34,N,3018776,1,0.033126009
2013,Male,D,35-44,N,2628985,4,0.152149974
2013,Male,D,45-54,N,2693002,4,0.148533124
2013,Male,D,55-64,N,2092483,6,0.286740681
2013,Male,D,05-09,N,1728420,0,0
2013,Male,D,65-74,N,1038392,2,0.19260549
2013,Male,D,75-84,N,439331,0,0
2013,Male,D,85+,N,129339,0,0
2013,Male,D,10-14,O,1718248,0,0
2013,Male,D,15-19,O,1788137,0,0
2013,Male,D,20-24,O,1932258,0,0
2013,Male,D,25-34,O,3018776,0,0
2013,Male,D,35-44,O,2628985,0,0
2013,Male,D,45-54,O,2693002,0,0
2013,Male,D,55-64,O,2092483,0,0
2013,Male,D,05-09,O,1728420,0,0
2013,Male,D,65-74,O,1038392,0,0
2013,Male,D,75-84,O,439331,0,0
2013,Male,D,85+,O,129339,0,0
2013,Male,D,10-14,M,1718248,0,0
2013,Male,D,15-19,M,1788137,0,0
2013,Male,D,20-24,M,1932258,2,0.103505847
2013,Male,D,25-34,M,3018776,6,0.198756052
2013,Male,D,35-44,M,2628985,11,0.418412429
2013,Male,D,45-54,M,2693002,10,0.37133281
2013,Male,D,55-64,M,2092483,1,0.047790113
2013,Male,D,05-09,M,1728420,0,0
2013,Male,D,65-74,M,1038392,3,0.288908235
2013,Male,D,75-84,M,439331,0,0
2013,Male,D,85+,M,129339,0,0
2013,Male,D,10-14,B,1718248,0,0
2013,Male,D,15-19,B,1788137,0,0
2013,Male,D,20-24,B,1932258,0,0
2013,Male,D,25-34,B,3018776,0,0
2013,Male,D,35-44,B,2628985,0,0
2013,Male,D,45-54,B,2693002,0,0
2013,Male,D,55-64,B,2092483,0,0
2013,Male,D,05-09,B,1728420,0,0
2013,Male,D,65-74,B,1038392,0,0
2013,Male,D,75-84,B,439331,0,0
2013,Male,D,85+,B,129339,0,0
2013,Male,D,10-14,I,1718248,0,0
2013,Male,D,15-19,I,1788137,5,0.279620633
2013,Male,D,20-24,I,1932258,12,0.621035079
2013,Male,D,25-34,I,3018776,21,0.695646182
2013,Male,D,35-44,I,2628985,7,0.266262455
2013,Male,D,45-54,I,2693002,17,0.631265777
2013,Male,D,55-64,I,2092483,5,0.238950567
2013,Male,D,05-09,I,1728420,0,0
2013,Male,D,65-74,I,1038392,2,0.19260549
2013,Male,D,75-84,I,439331,0,0
2013,Male,D,85+,I,129339,1,0.773162001
2013,Male,D,10-14,J,1718248,0,0
2013,Male,D,15-19,J,1788137,2,0.111848253
2013,Male,D,20-24,J,1932258,9,0.465776309
2013,Male,D,25-34,J,3018776,14,0.463764122
2013,Male,D,35-44,J,2628985,8,0.304299948
2013,Male,D,45-54,J,2693002,3,0.111399843
2013,Male,D,55-64,J,2092483,2,0.095580227
2013,Male,D,05-09,J,1728420,0,0
2013,Male,D,65-74,J,1038392,1,0.096302745
2013,Male,D,75-84,J,439331,0,0
2013,Male,D,85+,J,129339,0,0
2013,Male,D,10-14,C,1718248,0,0
2013,Male,D,15-19,C,1788137,0,0
2013,Male,D,20-24,C,1932258,2,0.103505847
2013,Male,D,25-34,C,3018776,1,0.033126009
2013,Male,D,35-44,C,2628985,3,0.114112481
2013,Male,D,45-54,C,2693002,0,0
2013,Male,D,55-64,C,2092483,1,0.047790113
2013,Male,D,05-09,C,1728420,0,0
2013,Male,D,65-74,C,1038392,0,0
2013,Male,D,75-84,C,439331,0,0
2013,Male,D,85+,C,129339,0,0
2013,Male,D,10-14,K,1718248,0,0
2013,Male,D,15-19,K,1788137,1,0.055924127
2013,Male,D,20-24,K,1932258,1,0.051752923
2013,Male,D,25-34,K,3018776,2,0.066252017
2013,Male,D,35-44,K,2628985,3,0.114112481
2013,Male,D,45-54,K,2693002,2,0.074266562
2013,Male,D,55-64,K,2092483,4,0.191160454
2013,Male,D,05-09,K,1728420,0,0
2013,Male,D,65-74,K,1038392,0,0
2013,Male,D,75-84,K,439331,1,0.227618811
2013,Male,D,85+,K,129339,0,0
2013,Male,D,10-14,L,1718248,0,0
2013,Male,D,15-19,L,1788137,1,0.055924127
2013,Male,D,20-24,L,1932258,0,0
2013,Male,D,25-34,L,3018776,2,0.066252017
2013,Male,D,35-44,L,2628985,0,0
2013,Male,D,45-54,L,2693002,0,0
2013,Male,D,55-64,L,2092483,1,0.047790113
2013,Male,D,05-09,L,1728420,0,0
2013,Male,D,65-74,L,1038392,0,0
2013,Male,D,75-84,L,439331,0,0
2013,Male,D,85+,L,129339,0,0
2013,Male,E,10-14,P,8046692,0,0
2013,Male,E,15-19,P,8267941,0,0
2013,Male,E,20-24,P,8824851,0,0
2013,Male,E,25-34,P,16763513,0,0
2013,Male,E,35-44,P,15812520,0,0
2013,Male,E,45-54,P,17447033,0,0
2013,Male,E,55-64,P,15786995,0,0
2013,Male,E,05-09,P,7953531,0,0
2013,Male,E,65-74,P,10159769,0,0
2013,Male,E,75-84,P,5056192,0,0
2013,Male,E,85+,P,1830158,0,0
2013,Male,E,10-14,H,8046692,0,0
2013,Male,E,15-19,H,8267941,57,0.689409854
2013,Male,E,20-24,H,8824851,152,1.722408684
2013,Male,E,25-34,H,16763513,362,2.1594519
2013,Male,E,35-44,H,15812520,575,3.636359037
2013,Male,E,45-54,H,17447033,900,5.158470211
2013,Male,E,55-64,H,15786995,719,4.554381629
2013,Male,E,05-09,H,7953531,0,0
2013,Male,E,65-74,H,10159769,267,2.628012507
2013,Male,E,75-84,H,5056192,104,2.056883916
2013,Male,E,85+,H,1830158,73,3.988726656
2013,Male,E,10-14,G,8046692,85,1.056334703
2013,Male,E,15-19,G,8267941,423,5.116146813
2013,Male,E,20-24,G,8824851,688,7.796165624
2013,Male,E,25-34,G,16763513,1472,8.780975682
2013,Male,E,35-44,G,15812520,1308,8.271926296
2013,Male,E,45-54,G,17447033,1439,8.247820704
2013,Male,E,55-64,G,15786995,870,5.510865114
2013,Male,E,05-09,G,7953531,3,0.037719096
